record_no,light,dur__sec_,date,time,tree_species,scaled,scale,offset,t_for_fm,area,fo,fm,fv,f1,f2,f3,f4,f5,fo_fm,fv_fm,pi_inst_,fv_fo,vj,vi,dvg_dto,dv_dto,sm,n,sm_t_fm_,abs_rc,dio_rc,tro_rc,eto_rc,reo_rc,phi_po_,psi_eo_,phi_eo_,delta_ro_,phi_ro_,abs_cso,dio_cso,tro_cso,eto_cso,reo_cso,abs_csm,dio_csm,tro_csm,eto_csm,reo_csm,gamma_rc____1_gamma_rc__,phi_po____1_phi_po__,psi_eo___1_psi_eo__,pi_abs,dro__1_dro_,pi_total,df_abs,df_total,kp___abs___kf,kn___abs___kf,origin_to_f1,f1_to_f3,f1_to_f4,f1_to_f5,f3_to_f4,f4_to_f5,f5_to_fm
50,3500,1,27/06/2023,08:49:01,Alnus glutinosa, NO,-,-,500,988706,5902,40917,35015,6245,6611,8301,18279,33224,0.1442,0.856,11.9771,5.933,0.3535,0.7803,0.1045,0.2284,28.2366,18.2434,0.0565,0.755,0.1089,0.6461,0.4177,0.142,0.8558,0.6465,0.5533,0.3398,0.188,5902,851.3235,5050.67649,3265.37811,1109.66312,40917,5902,35015,22638,7693,1.3245,5.933,1.829,14.373,0.5148,7.3983,1.1575,0.8691,1e-4,0,1392,8425,53329,418849,44904,365520,568465
51,3500,1,27/06/2023,08:49:10,Alnus glutinosa, NO,-,-,600,984259,6299,33146,26847,6816,7326,9602,18110,25379,0.19,0.81,3.9287,4.262,0.4399,0.7107,0.19,0.4101,36.6618,34.1754,0.0611,1.1509,0.2187,0.9322,0.5221,0.27,0.81,0.5601,0.4536,0.5166,0.2343,6299,1197.04945,5101.95055,2857.41157,1476.02525,33146,6299,26847,15036,7767,0.8689,4.262,1.2731,4.714,1.0685,5.0375,0.6734,0.7022,1e-4,0,1061,6246,36567,323763,30320,287196,659435
52,3500,1,27/06/2023,08:49:32,Alnus glutinosa, NO,-,-,900,1069477,6908,35838,28930,7580,8199,11041,20275,27713,0.1928,0.807,3.1825,4.188,0.462,0.7191,0.214,0.4762,36.9677,38.1007,0.0411,1.2767,0.2461,1.0306,0.5544,0.289,0.8072,0.538,0.4343,0.5221,0.2267,6908,1331.56047,5576.43953,2999.86618,1566.14487,35838,6908,28930,15563,8125,0.7832,4.188,1.1643,3.819,1.0924,4.1717,0.5819,0.6203,1e-4,0,1141,6646,37949,335601,31302,297653,732735
53,3500,1,27/06/2023,08:49:47,Alnus glutinosa, NO,-,-,300,865372,5247,36519,31272,5620,5963,7718,17161,29838,0.1437,0.856,9.9956,5.96,0.381,0.7864,0.1097,0.2634,27.6724,19.1311,0.0922,0.8073,0.116,0.6913,0.428,0.148,0.8563,0.619,0.5301,0.3451,0.1829,5247,753.8818,4493.11821,2781.33098,959.9169,36519,5247,31272,19358,6681,1.2386,5.96,1.6248,11.995,0.527,6.3214,1.079,0.8008,2e-4,0,1242,7477,46145,356095,38667,309950,508035
54,3500,1,27/06/2023,08:50:02,Alnus glutinosa, NO,-,-,600,1160414,6974,34984,28010,7648,8283,11109,19531,26050,0.1993,0.801,3.0044,4.016,0.4483,0.681,0.2267,0.4921,41.4286,45.4745,0.069,1.371,0.2733,1.0977,0.6056,0.35,0.8007,0.5517,0.4417,0.5781,0.2554,6974,1390.25486,5583.74514,3080.52887,1780.97748,34984,6974,28010,15453,8934,0.7294,4.016,1.2306,3.605,1.3705,4.9408,0.5569,0.6938,1e-4,0,1103,6413,37161,349056,30748,311895,810255
55,3500,1,27/06/2023,08:50:11,Alnus glutinosa, NO,-,-,400,993567,5549,39399,33850,5916,6255,7911,17733,31622,0.1408,0.859,12.0187,6.1,0.3599,0.7703,0.1001,0.2326,29.352,18.9674,0.0734,0.7521,0.1059,0.6462,0.4136,0.148,0.8592,0.6401,0.54990000000000006,0.3589,0.1974,5549,781.5275,4767.47252,3051.4641,1095.32153,39399,5549,33850,21666,7777,1.3296,6.1,1.7782,14.422,0.5599,8.0757,1.159,0.9072,2e-4,0,1345,8134,51326,409106,43192,357780,583115
56,3500,1,27/06/2023,08:50:33,Alnus glutinosa, NO,-,-,500,1028961,5137,33584,28447,5514,5874,7585,15882,25380,0.153,0.847,8.4797,5.538,0.3777,0.7116,0.1266,0.2868,36.1712,27.4692,0.0723,0.8966,0.1371,0.7594,0.4726,0.219,0.847,0.6223,0.5271,0.4635,0.2443,5137,785.7542,4351.2458,2707.69337,1254.88173,33584,5137,28447,17702,8204,1.1154,5.538,1.6475,10.176,0.8638,8.7893,1.0076,0.944,2e-4,0,1129,6774,42016,365212,35242,323196,662620
57,3500,1,27/06/2023,08:50:59,Alnus glutinosa, NO,-,-,400,952455,6000,39830,33830,6483,6923,9128,19667,32489,0.1506,0.849,7.7174,5.638,0.404,0.783,0.1301,0.3082,28.1542,21.479,0.0704,0.8982,0.1353,0.7629,0.4547,0.166,0.8494,0.596,0.5062,0.3641,0.1843,6000,903.8413,5096.15867,3037.35877,1105.84986,39830,6000,33830,20163,7341,1.1133,5.638,1.4753,9.261,0.5725,5.3021,0.9667,0.7245,1e-4,0,1341,8026,48588,385634,40562,337046,565480
58,3500,1,27/06/2023,08:51:20,Alnus glutinosa, NO,-,-,300,924503,5402,36635,31233,5754,6065,7630,16702,29259,0.1475,0.853,11.0249,5.782,0.3618,0.7638,0.0996,0.2378,29.6002,19.454,0.0987,0.7709,0.1137,0.6572,0.4194,0.155,0.8525,0.6382,0.5441,0.37,0.2013,5402,796.5499,4605.45014,2939.21294,1087.62528,36635,5402,31233,19933,7376,1.2972,5.782,1.764,13.23,0.5874,7.7712,1.1216,0.8905,2e-4,0,1241,7502,47201,376882,39699,329680,546380
59,3500,1,27/06/2023,08:51:30,Alnus glutinosa, NO,-,-,600,1082054,5431,35913,30482,5797,6168,7843,16611,27703,0.1512,0.849,9.5306,5.613,0.3668,0.7307,0.1217,0.2638,35.4981,25.5282,0.0592,0.8473,0.1281,0.7191,0.4554,0.194,0.8488,0.6332,0.5375,0.4253,0.2286,5431,821.3115,4609.68847,2918.97536,1241.57018,35913,5431,30482,19302,8210,1.1803,5.613,1.7265,11.437,0.7402,8.4652,1.0583,0.9276,2e-4,0,1211,7289,45516,386798,38227,341283,694045
60,3500,1,27/06/2023,08:51:44,Alnus glutinosa, NO,-,-,300,1060475,5738,39789,34051,6126,6494,8276,18225,30948,0.1442,0.856,10.7873,5.934,0.3667,0.7404,0.1081,0.2485,31.1437,21.1,0.1038,0.7917,0.1142,0.6775,0.4291,0.176,0.8558,0.6333,0.542,0.41,0.2222,5738,827.4811,4910.51894,3109.75978,1274.9669,39789,5738,34051,21564,8841,1.2631,5.934,1.7269,12.945,0.6949,8.9951,1.1121,0.954,1e-4,0,1353,8163,51069,424277,42906,373208,634845
61,3500,1,27/06/2023,08:52:11,Corylus avellana, NO,-,-,300,968082,6942,45096,38154,7573,8111,10959,24384,39035,0.1539,0.846,5.994,5.496,0.4571,0.8411,0.141,0.3509,25.373,19.4785,0.0846,0.9074,0.1397,0.7677,0.4167,0.122,0.8461,0.5429,0.4593,0.2926,0.1344,6942,1068.63944,5873.36056,3188.36935,933.0198,45096,6942,38154,20712,6061,1.1021,5.496,1.1875,7.193,0.4137,2.9756,0.8569,0.4736,1e-4,0,1511,8986,52165,357227,43179,305062,609345
62,3500,1,27/06/2023,08:52:22,Corylus avellana, NO,-,-,300,737245,5851,38495,32644,6342,6782,9018,20311,33988,0.152,0.848,6.7913,5.579,0.443,0.8619,0.1348,0.3234,22.5844,16.488,0.0753,0.8609,0.1309,0.7301,0.4067,0.101,0.848,0.557,0.4724,0.2479,0.1171,5851,889.3155,4961.68448,2763.85463,685.0359,38495,5851,32644,18184,4507,1.1616,5.579,1.2575,8.15,0.3295,2.6855,0.9111,0.429,1e-4,0,1293,7725,45648,297376,37922,251729,438575
63,3500,1,27/06/2023,08:52:30,Corylus avellana, NO,-,-,700,1020241,7364,39322,31958,7916,8471,10647,17662,32974,0.1873,0.813,5.8175,4.34,0.3222,0.8014,0.1737,0.3424,31.9244,33.925,0.0456,1.3075,0.2449,1.0627,0.7202,0.211,0.8127,0.6778,0.5508,0.2931,0.1614,7364,1379.08794,5984.91206,4056.36132,1188.81725,39322,7364,31958,21660,6348,0.7648,4.34,2.1033,6.981,0.4146,2.8942,0.8439,0.4615,1e-4,0,1265,7504,48563,376832,41059,328268,642145
64,3500,1,27/06/2023,08:52:40,Corylus avellana, NO,-,-,300,893443,6440,43573,37133,6970,7440,9874,22355,37854,0.1478,0.852,7.5903,5.766,0.4286,0.846,0.1266,0.3083,24.0606,17.3053,0.0802,0.844,0.1247,0.7192,0.411,0.111,0.8522,0.5714,0.487,0.2695,0.1313,6440,951.8188,5488.18121,3135.97687,845.2565,43573,6440,37133,21218,5719,1.1849,5.766,1.3332,9.108,0.369,3.3609,0.9594,0.5265,1e-4,0,1472,8811,52645,360196,43834,307551,531775
65,3500,1,27/06/2023,08:52:50,Corylus avellana, NO,-,-,300,807263,6287,39565,33278,6809,7305,9756,21499,34710,0.1589,0.841,5.7964,5.293,0.4571,0.8541,0.149,0.3475,24.2582,18.4397,0.0809,0.9038,0.1436,0.7601,0.4127,0.111,0.8411,0.5429,0.4566,0.2687,0.1227,6287,999.02361,5287.97639,2870.74288,771.4744,39565,6287,33278,18066,4855,1.1065,5.293,1.1876,6.956,0.3675,2.5562,0.8423,0.4076,1e-4,0,1318,7846,45710,302560,37864,256850,503385
66,3500,1,27/06/2023,08:53:12,Corylus avellana, NO,-,-,400,750531,7373,51557,44184,8613,9694,15495,32252,47357,0.143,0.857,3.0517,5.993,0.5631,0.9049,0.2447,0.6127,16.9865,18.4847,0.0425,1.2698,0.1816,1.0882,0.4755,0.103,0.857,0.4369,0.3744,0.2176,0.0815,7373,1054.38891,6318.61109,2760.74568,600.6284,51557,7373,44184,19305,4200,0.7875,5.993,0.776,3.662,0.2781,1.0183,0.5637,0.0079,1e-4,0,1733,9934,50672,310132,40738,259460,438665
67,3500,1,27/06/2023,08:53:25,Corylus avellana, NO,-,-,300,712333,5991,40034,34043,6470,6927,9224,21347,35930,0.1496,0.85,6.9823,5.682,0.4511,0.8794,0.1342,0.3166,20.9245,14.6846,0.0697,0.8253,0.1235,0.7018,0.3852,0.085,0.8504,0.5489,0.4668,0.2196,0.1025,5991,896.54,5094.46003,2796.46843,614.1546,40034,5991,34043,18687,4104,1.2117,5.682,1.2169,8.379,0.2814,2.358,0.9232,0.3725,1e-4,0,1350,8071,47329,295073,39258,247744,415910
68,3500,1,27/06/2023,08:53:34,Corylus avellana, NO,-,-,300,705128,6677,43326,36649,7393,8050,11489,25648,39371,0.1541,0.846,4.2642,5.489,0.5176,0.8921,0.1793,0.4377,19.24,16.2675,0.0641,0.9995,0.154,0.8455,0.4078,0.091,0.8459,0.4824,0.408,0.2237,0.0913,6677,1028.99711,5648.00289,2724.36888,609.5078,43326,6677,36649,17678,3955,1.0005,5.489,0.9318,5.117,0.2882,1.4748000000000001,0.709,0.1687,1e-4,0,1448,8509,46389,281926,37879,235537,421755
69,3500,1,27/06/2023,08:53:44,Corylus avellana, NO,-,-,300,771043,6572,45326,38754,7129,7651,10281,24251,40875,0.145,0.855,7.1621,5.897,0.4562,0.8851,0.1347,0.319,19.8958,13.9136,0.0663,0.8179,0.1186,0.6993,0.3803,0.08,0.855,0.5438,0.465,0.2112,0.0982,6572,952.9009,5619.09915,3055.74946,645.3685,45326,6572,38754,21075,4451,1.2226,5.897,1.1921,8.594,0.2677,2.3011,0.9342,0.3619,1e-4,0,1536,9185,53404,326552,44219,273147,442955
70,3500,1,27/06/2023,08:53:54,Corylus avellana, NO,-,-,290,747681,6537,46713,40176,7308,7999,11679,26903,42533,0.1399,0.86,5.0911,6.146,0.5069,0.896,0.172,0.4266,18.6101,15.6623,0.0642,0.9785,0.1369,0.8416,0.415,0.088,0.8601,0.4931,0.4241,0.211,0.0895,6537,914.7854,5622.21463,2772.2041,584.9477,46713,6537,40176,19810,4180,1.0219,6.146,0.9727,6.109,0.2674,1.6338,0.786,0.2132,1e-4,0,1587,9346,51299,308109,41954,256809,437985
71,3500,1,27/06/2023,08:54:08,Corylus avellana, NO,-,-,290,675975,6227,39732,33505,6937,7585,10911,24390,35806,0.1567,0.843,3.7154,5.381,0.5421,0.8828,0.1934,0.466,20.1753,17.3432,0.0696,1.0194,0.1598,0.8596,0.3936,0.101,0.8433,0.4579,0.3861,0.2559,0.0988,6227,975.9269,5251.07306,2404.47584,615.3026,39732,6227,33505,15342,3926,0.981,5.381,0.8447,4.458,0.3439,1.5333,0.6492,0.1856,1e-4,0,1322,7736,41147,259434,33411,218287,415220
72,3500,1,27/06/2023,08:54:17,Corylus avellana, NO,-,-,300,852889,6529,42744,36215,7055,7551,10026,23017,37700,0.1527,0.847,6.6277,5.547,0.4553,0.8607,0.137,0.3219,23.5507,16.6499,0.0785,0.8344,0.1275,0.707,0.3851,0.098,0.8473,0.5447,0.4615,0.2557,0.118,6529,997.2824,5531.71755,3013.23187,770.4538,42744,6529,36215,19727,5044,1.1984,5.547,1.1964,7.953,0.3435,2.7321,0.9005,0.4365,1e-4,0,1436,8575,50059,323663,41484,273604,527790
73,3500,1,27/06/2023,08:54:27,Corylus avellana, NO,-,-,290,805185,6318,43224,36906,6846,7337,9887,23035,38296,0.1462,0.854,7.0534,5.841,0.453,0.8665,0.133,0.3224,21.8172,15.5262,0.0752,0.8335,0.1218,0.7117,0.3893,0.095,0.8538,0.547,0.4671,0.2441,0.114,6318,923.4944,5394.50555,2951.0018,720.3198,43224,6318,36906,20189,4928,1.1998,5.841,1.2077,8.464,0.3229,2.7332,0.9276,0.4367,1e-4,0,1463,8740,51002,330187,42262,279185,473535
74,3500,1,27/06/2023,08:54:36,Corylus avellana, NO,-,-,280,745182,6414,42980,36566,6996,7538,10262,23625,38548,0.1492,0.851,6.099,5.701,0.4707,0.8788,0.1482,0.3508,20.3791,15.1877,0.0728,0.876,0.1307,0.7453,0.3945,0.09,0.8508,0.5293,0.4503,0.229,0.1031,6414,957.1753,5456.82466,2888.38925,661.3971,42980,6414,36566,19355,4432,1.1416,5.701,1.1246,7.319,0.297,2.1736,0.8644,0.3372,1e-4,0,1448,8618,49472,306884,40854,257412,436850
75,3500,1,27/06/2023,08:54:45,Corylus avellana, NO,-,-,400,768950,6858,47504,40646,7497,8110,11246,26565,43438,0.1444,0.856,6.0497,5.927,0.4848,0.9,0.1508,0.3599,18.9182,14.0412,0.0473,0.8674,0.1252,0.7422,0.3824,0.074,0.8556,0.5152,0.4408,0.1942,0.0856,6858,990.0674,5867.93255,3022.89622,586.9954,47504,6858,40646,20939,4066,1.1528,5.927,1.0625,7.26,0.241,1.7494,0.8609,0.2429,1e-4,0,1609,9563,54144,310266,44581,256122,457075
76,3500,1,27/06/2023,08:55:04,Salix x fragilis, NO,-,-,280,557027,5080,25799,20719,6006,6862,10792,17949,21778,0.1969,0.803,1.1254,4.079,0.6211,0.8059,0.4131,0.919,26.8848,39.7768,0.096,1.8423,0.3628,1.4795,0.5606,0.287,0.8031,0.3789,0.3043,0.5122,0.1559,5080,1000.28683,4079.71317,1545.71883,791.7625,25799,5080,20719,7850,4021,0.5428,4.079,0.61,1.35,1.0501,1.4182,0.1305,0.1517,2e-4,0,804,4362,20420,168848,16058,148428,387375
77,3500,1,27/06/2023,08:55:14,Salix x fragilis, NO,-,-,300,1092451,5558,35488,29930,5968,6366,8228,17334,27534,0.1566,0.843,7.7199,5.385,0.3935,0.7342,0.133,0.2974,36.5002,27.5859,0.1217,0.8961,0.1403,0.7558,0.4584,0.201,0.8434,0.6065,0.5116,0.4381,0.2241,5558,870.4735,4687.52649,2843.21269,1245.72622,35488,5558,29930,18154,7954,1.1159,5.385,1.5416,9.264,0.7798,7.2241,0.9668,0.8588,2e-4,0,1187,7111,43702,361324,36592,317622,729940
78,3500,1,27/06/2023,08:55:23,Salix x fragilis, NO,-,-,500,1292391,5798,38317,32519,6184,6549,8267,17603,28779,0.1513,0.849,9.9836,5.609,0.363,0.7067,0.1122,0.2531,39.7426,27.7071,0.0795,0.8215,0.1243,0.6972,0.4441,0.204,0.8487,0.637,0.5406,0.4605,0.2489,5798,877.3339,4920.66608,3134.37305,1443.25819,38317,5798,32519,20714,9538,1.2173,5.609,1.7547,11.98,0.8534,10.2244,1.0785,1.0096,1e-4,0,1292,7786,49040,422489,41254,373449,868610
79,3500,1,27/06/2023,08:55:36,Salix x fragilis, NO,-,-,400,1142411,5621,35614,29993,6079,6476,8432,17928,28029,0.1578,0.842,7.0683,5.336,0.4103,0.7471,0.1324,0.3124,38.0893,28.9995,0.0952,0.904,0.1427,0.7614,0.4489,0.193,0.8422,0.5897,0.4966,0.4289,0.213,5621,887.1691,4733.83088,2791.40243,1197.14958,35614,5621,29993,17686,7585,1.1061,5.336,1.4371,8.482,0.7509,6.3692,0.9285,0.8041,1e-4,0,1188,7105,43024,350962,35919,307939,790260
80,3500,1,27/06/2023,08:55:45,Salix x fragilis, NO,-,-,400,1104895,5812,36589,30777,6299,6791,8978,19299,29231,0.1588,0.841,6.0814,5.295,0.4382,0.7609,0.1599,0.3429,35.9,28.0911,0.0898,0.9302,0.1478,0.7825,0.4396,0.187,0.8412,0.5618,0.4725,0.4256,0.2011,5812,923.2104,4888.78964,2746.43964,1168.78559,36589,5812,30777,17290,7358,1.075,5.295,1.282,7.298,0.7408,5.4064,0.8632,0.7329,1e-4,0,1219,7254,42858,342796,35603,299939,760880
81,3500,1,27/06/2023,08:56:04,Salix x fragilis, NO,-,-,400,1144980,5920,35156,29236,6408,6823,8909,18050,26750,0.1684,0.832,5.8759,4.939,0.4149,0.7125,0.1419,0.3408,39.1634,32.168,0.0979,0.9877,0.1663,0.8214,0.4806,0.236,0.8316,0.5851,0.4866,0.4914,0.2391,5920,996.8825,4923.11753,2880.51883,1415.50575,35156,5920,29236,17106,8406,1.0125,4.939,1.4102,7.051,0.9662,6.8128,0.8483,0.8333,1e-4,0,1158,6890,41457,353437,34567,311980,790385
82,3500,1,27/06/2023,08:56:13,Salix x fragilis, NO,-,-,400,1231017,5601,35506,29905,5952,6312,7909,16700,26778,0.1577,0.842,9.1605,5.339,0.3711,0.7081,0.1204,0.2573,41.1643,28.5332,0.1029,0.823,0.1298,0.6932,0.4359,0.202,0.8423,0.6289,0.5297,0.4641,0.2458,5601,883.5465,4717.45353,2966.60863,1376.82442,35506,5601,29905,18806,8728,1.2151,5.339,1.6944,10.993,0.866,9.5201,1.0411,0.9786,2e-4,0,1187,7151,44812,384815,37661,340002,845015
83,3500,1,27/06/2023,08:56:24,Salix x fragilis, NO,-,-,400,1103435,4923,31785,26862,5265,5582,7075,14974,24416,0.1549,0.845,9.0057,5.456,0.3742,0.7257,0.118,0.267,41.0779,29.317,0.1027,0.8445,0.1308,0.7137,0.4466,0.196,0.8451,0.6258,0.5289,0.4383,0.2318,4923,762.4958,4160.5042,2603.7613,1141.34299,31785,4923,26862,16811,7369,1.1841,5.456,1.6726,10.807,0.7804,8.4342,1.0337,0.926,2e-4,0,1067,6413,40041,337968,33628,297927,764400
84,3500,1,27/06/2023,08:56:38,Salix x fragilis, NO,-,-,500,1051925,5793,43162,37369,6283,6751,8974,20674,35437,0.1342,0.866,9.8706,6.451,0.3982,0.7933,0.1252,0.2837,28.1497,20.0578,0.0563,0.823,0.1105,0.7125,0.4288,0.147,0.8658,0.6018,0.521,0.3435,0.179,5793,777.5091,5015.49087,3018.23326,1036.81305,43162,5793,37369,22488,7725,1.2151,6.451,1.5112,11.845,0.5233,6.198,1.0735,0.7923,1e-4,0,1482,8903,54561,402087,45658,347526,648355
85,3500,1,27/06/2023,08:56:50,Salix x fragilis, NO,-,-,600,1140606,5830,44097,38267,6393,6892,9450,21185,35985,0.1322,0.868,9.0129,6.564,0.4013,0.788,0.1304,0.3153,29.8065,23.4233,0.0497,0.9056,0.1197,0.7858,0.4705,0.167,0.8678,0.5987,0.5196,0.3541,0.184,5830,770.7758,5059.22421,3029.16207,1072.47568,44097,5830,38267,22912,8112,1.1043,6.564,1.4922,10.816,0.5481,5.9281,1.034,0.7729,1e-4,0,1516,9067,55194,418510,46126,363316,720580
86,3500,1,27/06/2023,08:57:08,Salix x fragilis, NO,-,-,600,914412,4702,28347,23645,5098,5503,7270,15010,22646,0.1659,0.834,5.4462,5.029,0.4359,0.7589,0.1713,0.362,38.6725,32.1145,0.0645,0.9956,0.1651,0.8304,0.4684,0.2,0.8341,0.5641,0.4705,0.4275,0.2011,4702,779.9345,3922.06547,2212.24729,945.6416,28347,4702,23645,13337,5701,1.0045,5.029,1.2938,6.535,0.7466,4.8793,0.8153,0.6884,2e-4,0,936,5552,32803,271811,27251,239008,641665
87,3500,1,27/06/2023,08:57:17,Salix x fragilis, NO,-,-,600,947063,5459,34687,29228,5997,6521,9048,18871,29184,0.1574,0.843,4.9703,5.354,0.4589,0.8117,0.1793,0.4093,32.4026,28.9027,0.054,1.0586,0.1666,0.892,0.4827,0.168,0.8426,0.5411,0.456,0.3479,0.1586,5459,859.1311,4599.86888,2489.10381,866.0558,34687,5459,29228,15816,5503,0.9447,5.354,1.1792,5.964,0.5336,3.1826,0.7756,0.5028,2e-4,0,1155,6810,39136,295178,32326,256042,650730
88,3500,1,27/06/2023,08:57:34,Salix x fragilis, NO,-,-,900,989851,5629,33094,27465,5952,6269,7523,12996,28297,0.1701,0.83,10.7422,4.879,0.2682,0.8253,0.1154,0.2299,36.0405,30.8858,0.04,1.0326,0.1756,0.857,0.6271,0.15,0.8299,0.7318,0.6073,0.2387,0.145,5629,957.4437,4671.55632,3418.49405,815.9278,33094,5629,27465,20098,4797,0.9684,4.879,2.7281,12.891,0.3135,4.0413,1.1103,0.6065,1e-4,0,1091,6588,44399,342155,37811,297756,646605
89,3500,1,27/06/2023,08:57:47,Salix x fragilis, NO,-,-,400,1103392,5524,32702,27178,6004,6484,8622,17472,24562,0.1689,0.831,5.0253,4.92,0.4396,0.7005,0.1766,0.38,40.5987,35.0895,0.1015,1.04,0.1757,0.8643,0.4843,0.259,0.8311,0.5604,0.4657,0.5345,0.2489,5524,933.1104,4590.88961,2572.64143,1375.00336,32702,5524,27178,15230,8140,0.9616,4.92,1.2747,6.03,1.1481,6.9235,0.7803,0.8403,2e-4,0,1075,6358,37269,337047,30912,299778,765270
90,3500,1,27/06/2023,08:57:57,Salix x fragilis, NO,-,-,400,911805,5113,29545,24432,5542,5934,7807,15438,23626,0.1731,0.827,5.1729,4.778,0.4226,0.7577,0.1604,0.3676,37.3201,32.4585,0.0933,1.0517,0.182,0.8697,0.5022,0.211,0.8269,0.5774,0.4775,0.4196,0.2003,5113,884.8458,4228.15421,2441.32987,1024.33058,29545,5113,24432,14107,5919,0.9508,4.778,1.3663,6.207,0.7229,4.4873,0.7929,0.652,2e-4,0,966,5728,34249,282673,28521,248425,628165
91,3500,1,27/06/2023,08:58:24,Betula utilis var. jaquemontii, NO,-,-,500,828142,5076,36582,31506,5360,5653,6959,16131,32185,0.1388,0.861,14.5145,6.207,0.3509,0.8604,0.093,0.1992,26.2852,14.9239,0.0526,0.6592,0.0915,0.5678,0.3685,0.079,0.8612,0.6491,0.559,0.215,0.1202,5076,704.3293,4371.67066,2837.71461,610.1135,36582,5076,31506,20451,4397,1.5169,6.207,1.8499,17.417,0.2739,4.7704,1.241,0.6786,2e-4,0,1253,7615,48862,288989,41246,240127,537900
92,3500,1,27/06/2023,08:58:33,Betula utilis var. jaquemontii, NO,-,-,500,1027594,5310,39554,34244,5614,5905,7303,16605,33187,0.1342,0.866,16.0724,6.449,0.3298,0.8141,0.085,0.194,30.008,17.6497,0.06,0.6794,0.0912,0.5882,0.3942,0.109,0.8658,0.6702,0.5802,0.2774,0.161,5310,712.8508,4597.14921,3080.83102,854.7497,39554,5310,34244,22949,6367,1.472,6.449,2.0318,19.287,0.384,7.4056,1.2853,0.8696,2e-4,0,1363,8285,53718,369216,45433,315498,657015
93,3500,1,27/06/2023,08:58:44,Betula utilis var. jaquemontii, NO,-,-,400,842641,5164,36644,31480,5506,5835,7363,16843,31073,0.1409,0.859,11.7891,6.096,0.371,0.823,0.1045,0.2328,26.7675,16.7999,0.0669,0.7306,0.103,0.6276,0.3948,0.111,0.8591,0.629,0.5404,0.2813,0.152,5164,727.7289,4436.27115,2790.42583,785.0847,36644,5164,31480,19801,5571,1.3688,6.096,1.6954,14.147,0.3915,5.5385,1.1507,0.7434,2e-4,0,1251,7564,47486,327359,39922,279873,514030
94,3500,1,27/06/2023,08:58:59,Betula utilis var. jaquemontii, NO,-,-,600,1056051,5764,40427,34663,6115,6463,7934,15910,33914,0.1426,0.857,14.5641,6.014,0.2927,0.8121,0.1004,0.2087,30.4662,21.7201,0.0508,0.8315,0.1185,0.7129,0.5042,0.134,0.8574,0.7073,0.6065,0.2657,0.1611,5764,821.8195,4942.18052,3495.58434,928.6104,40427,5764,34663,24517,6513,1.2027,6.014,2.4164,17.477,0.3618,6.3223,1.2425,0.8009,1e-4,0,1379,8357,55417,411608,47061,356190,643065
95,3500,1,27/06/2023,08:59:09,Betula utilis var. jaquemontii, NO,-,-,300,740174,5794,46358,40564,6300,6744,9131,21972,42231,0.125,0.875,11.1919,7.001,0.3988,0.8983,0.1095,0.2742,18.2471,12.5459,0.0608,0.7858,0.0982,0.6876,0.4133,0.07,0.875,0.6012,0.526,0.1692,0.089,5794,724.1563,5069.84374,3047.85547,515.8082,46358,5794,40564,24386,4127,1.2726,7.001,1.5074,13.43,0.2037,2.7359,1.1281,0.4371,2e-4,0,1610,9689,59130,343149,49441,284020,395415
96,3500,1,27/06/2023,08:59:28,Betula utilis var. jaquemontii, NO,-,-,600,952838,4936,36466,31530,5219,5481,6726,14830,30698,0.1354,0.865,16.6897,6.388,0.3138,0.8171,0.0831,0.1892,30.2201,18.2245,0.0504,0.6975,0.0944,0.6031,0.4138,0.11,0.8646,0.6862,0.5933,0.2666,0.1582,4936,668.1318,4267.86815,2928.62656,780.7505,36466,4936,31530,21636,5768,1.4338,6.388,2.1868,20.028,0.3635,7.28,1.3016,0.8621,2e-4,0,1255,7636,50048,344044,42412,293996,607540
97,3500,1,27/06/2023,08:59:37,Betula utilis var. jaquemontii, NO,-,-,400,1087492,4993,38775,33782,5244,5467,6537,14765,31744,0.1288,0.871,22.9162,6.766,0.2893,0.7919,0.066,0.1523,32.1915,16.9544,0.0805,0.6045,0.0778,0.5267,0.3743,0.11,0.8712,0.7107,0.6192,0.2928,0.1813,4993,642.9413,4350.0587,3091.73256,905.3716,38775,4993,33782,24010,7031,1.6542,6.766,2.457,27.499,0.4141,11.3875,1.4393,1.0564,2e-4,0,1346,8228,55097,405527,46869,350430,680620
98,3500,1,27/06/2023,08:59:46,Betula utilis var. jaquemontii, NO,-,-,600,1115058,5315,37766,32451,5598,5874,7119,15589,31308,0.1407,0.859,16.1235,6.106,0.3166,0.801,0.0851,0.1853,34.3613,20.1115,0.0573,0.6812,0.0959,0.5853,0.4,0.116,0.8593,0.6834,0.5872,0.2912,0.171,5315,748.0068,4566.99319,3121.08126,908.867,37766,5315,32451,22177,6458,1.4681,6.106,2.1586,19.348,0.4108,7.949,1.2866,0.9003,2e-4,0,1291,7859,51552,360822,43693,309270,752945
